time_s,centered_signal,filtered_signal,is_peak
269.36,-0.3270212843189019,0.012232299410478058,0
269.38,-0.3282054948452163,0.012647161936108722,0
269.4,-0.32722498802265304,0.013038106186543255,0
269.42,-0.30676202505964045,0.013403285928478323,0
269.44,-0.28629906209668604,0.013740840284191664,0
269.46,-0.27458128431890094,0.014048908094651178,0
269.48,-0.2787869093189446,0.014325643256203995,0
269.5,-0.2988910759855922,0.014569230852668527,0
269.52,-0.31899524265223983,0.014777903901078707,0
269.54,-0.3228674381650528,0.014949960532985342,0
269.56,-0.3142016121877462,0.015083781435097284,0
269.58,-0.2968245630074442,0.015177847366321292,0
269.6,-0.2794475138270928,0.01523075655270557,0
269.62,-0.2800212843188958,0.01524124174365045,1
269.64,-0.30400532687209003,0.015208186700265079,0
269.66,-0.2963457524039943,0.015130641884551483,0
269.68,-0.28868617793592033,0.015007839124464017,0
269.7,-0.28042513047275175,0.014839205039422017,0
269.72,-0.2719635920111942,0.014624373020319124,0
269.74,-0.27965059466374204,0.01436319356915822,0
269.76,-0.28519721024482736,0.014055742819757825,0
269.78000000000003,-0.27927128431889336,0.013702329083743702,0
269.8,-0.2733453583929762,0.013303497293207862,0
269.82,-0.2753815784365425,0.012860031240236935,0
269.84000000000003,-0.2817051078483209,0.012372953543139545,0
269.86,-0.287690639157612,0.011843523300369332,0
269.88,-0.2894531025007235,0.011273231425740295,0
269.9,-0.28490764795527135,0.010663793690643283,0
269.92,-0.2824753659515612,0.010017141528511932,0
269.94,-0.28849577411482363,0.00933541068343575,0
269.96,-0.29451618227808607,0.008620927809909588,0
269.98,-0.2931366689342813,0.00787619515534075,0
270.0,-0.28929051508813536,0.007103873480617932,0
270.02,-0.29312997997106577,0.006306763395514429,0
270.04,-0.2988908495362953,0.005487785304607924,0
270.06,-0.3051046176522352,0.004649958176388214,0
270.08,-0.3117712843189018,0.0037963773633281853,0
270.1,-0.3015585183614408,0.0029301917125757982,0
270.12,-0.29134575240400884,0.0020545802141387396,0
270.14,-0.295354617652219,0.001172728436387194,0
270.16,-0.3070212843189041,0.00028780500007483567,0
270.18,-0.3131751304727485,-0.0005970616553898299,0
270.2,-0.31222961765223967,-0.001478805956148061,0
270.22,-0.32181295098559115,-0.002354447069872324,0
270.24,-0.33139628431891544,-0.003221109718714192,0
270.26,-0.3219564695040982,-0.004076043684838574,0
270.28000000000003,-0.3142599206825424,-0.004916641780920694,0
270.3,-0.324941738864355,-0.0057404560799789554,0
270.32,-0.334006578436549,-0.006545212223896445,0
270.34000000000003,-0.3339085392208625,-0.007328821655703135,0
270.36,-0.33381050000517626,-0.008089391647174449,0
270.38,-0.32927128431890185,-0.008825233022483128,0
270.4,-0.32383795098557105,-0.00953486551142244,0
270.42,-0.32150461765223404,-0.010217020700460912,0
270.44,-0.3209879509855611,-0.010870642583687086,0
270.46,-0.3307657287633265,-0.011494885746302716,0
270.48,-0.3405435065411197,-0.012089111240224657,0
270.5,-0.3358427128903355,-0.01265288023609186,0
270.52,-0.32953318908081347,-0.013185945561284546,0
270.54,-0.3132712843188841,-0.013688241261239789,0
270.56,-0.2945212843189019,-0.014159870350062921,0
270.58,-0.3010597458573595,-0.014601090941635439,0
270.6,-0.3078962843189224,-0.01501230096879123,0
270.62,-0.3203962843189106,-0.01539402170312919,0
270.64,-0.33289628431889884,-0.01574688028404274,0
270.66,-0.3345629509855641,-0.016071591458774605,0
270.68,-0.3315445401328527,-0.016368938732058424,0
270.7,-0.3350329122258723,-0.016639755127368337,0
270.72,-0.33852128431890177,-0.016884903771322006,0
270.74,-0.32422303870486957,-0.017105258525582097,0
270.76,-0.30992479309083737,-0.017301684903864745,0
270.78000000000003,-0.294865034318864,-0.01747502152282826,0
270.8,-0.2899414970848699,-0.01762606234113757,0
270.82,-0.31185639070188587,-0.017755539936644874,0
270.84000000000003,-0.33377128431889047,-0.017864110055416493,0
270.86,-0.32977128431889463,-0.01795233764147134,0
270.88,-0.3257712843188988,-0.01802068453023831,0
270.9,-0.31146693649283724,-0.01806949896894012,0
270.92,-0.27240958219125105,-0.018099007114428158,0
270.94,-0.2887925609146514,-0.018109306647718367,0
270.96,-0.30517553963805166,-0.018100362626266228,0
270.98,-0.30565059466372557,-0.018072005664789215,0
271.0,-0.3021734582319457,-0.018023932495287248,0
271.02,-0.3018473712754242,-0.01795570891412128,0
271.04,-0.3015212843189018,-0.01786677508445521,0
271.06,-0.3047157287633433,-0.01775645312675999,0
271.08,-0.3077912843188975,-0.017623956896457606,0
271.1,-0.31039128431890484,-0.017468403815195332,0
271.12,-0.31299128431890477,-0.01728882859145818,0
271.14,-0.29036503431891375,-0.01708419863847485,0
271.16,-0.30574747479509823,-0.016853430972942052,0
271.18,-0.3094379509855684,-0.016595410355731623,0
271.2,-0.3134101732077848,-0.016309008413816238,0
271.22,-0.3180398028374256,-0.015993103461448506,0
271.24,-0.32266943246705326,-0.015646600720806543,0
271.26,-0.33096572876334956,-0.01526845263066769,0
271.28000000000003,-0.3373749428554698,-0.014857678927504893,0
271.3,-0.33078957700181677,-0.014413386187142179,0
271.32,-0.32689864280947306,-0.013934786526926693,0
271.34000000000003,-0.3337854352623095,-0.01342121518751636,0
271.36,-0.34067222771512645,-0.012872146737737934,0
271.38,-0.33656438776719827,-0.012287209673465836,0
271.4,-0.32491834314242785,-0.011666199211717465,0
271.42,-0.3263889313777252,-0.011009088114687666,0
271.44,-0.326995422249937,-0.010316035414434594,0
271.46,-0.32630576707752373,-0.00958739294501837,0
271.48,-0.32561611190510853,-0.008823709623410149,0
271.5,-0.32377128431890184,-0.008025733453691598,0
271.52,-0.32077128431890173,-0.00719441126195832,0
271.54,-0.31058080812839023,-0.00633088620217952,0
271.56,-0.3044712843189062,-0.00543649310524788,0
271.58,-0.3121379509855632,-0.00451275177304088,0
271.6,-0.3155533356009393,-0.003561358344952974,0
271.62,-0.30196359201120365,-0.002584174885754793,0
271.64,-0.2894237233432941,-0.001583217362157567,0
271.66,-0.2800334794408362,-0.0005606421921653774,0
271.68,-0.2748908495363049,0.0004812684353805159,0
271.7,-0.2867386756232526,0.001540122267129118,0
