time_s,centered_signal,filtered_signal,is_peak
0.0,-0.17328654353562012,-0.04980304384322176,0
0.02,-0.1646501798992564,-0.04951683547560686,0
0.04,-0.15601381626289268,-0.04917981212832337,0
0.06,-0.15404411929319575,-0.048786816849681246,0
0.08,-0.15457063444471095,-0.048332675817718856,0
0.1,-0.1597979071719837,-0.047812238123392685,0
0.12,-0.1650251798992564,-0.04722041666045049,0
0.14,-0.1700365435356201,-0.046552229825489816,0
0.16,-0.16988750507408165,-0.04580284370814891,0
0.18,-0.163445197381774,-0.044967614434142024,0
0.2,-0.1570028896894663,-0.04404213031388227,0
0.22,-0.16772404353562012,-0.04302225344564442,0
0.24,-0.17267858899016555,-0.04190416042245809,0
0.26,-0.16688313444471098,-0.04068438179502987,0
0.28,-0.16085176092692438,-0.03935983994993707,0
0.3,-0.15411263049214183,-0.03792788507464676,0
0.32,-0.14737350005735925,-0.03638632889816226,0
0.34,-0.16001987686895341,-0.034733475915769994,0
0.36,-0.16257821020228672,-0.032968151826242076,0
0.38,-0.15155969168376823,-0.031089728930171923,0
0.4,-0.14054117316524975,-0.029098148261166353,0
0.42,-0.14653654353562007,-0.026993938249000184,0
0.44,-0.15655876575784225,-0.024778229744507052,0
0.46,-0.15178098798006442,-0.022452767267904048,0
0.48,-0.1470032102022866,-0.02001991637559975,0
0.5,-0.13557300186895335,-0.017482667077503275,0
0.52,-0.12296883520228677,-0.014844633278276832,0
0.54,-0.11836412974251669,-0.012110048259512712,0
0.56,-0.1235365435356201,-0.009283756261562082,0
0.58,-0.11299600299507961,-0.006371200261038795,0
0.6,-0.10406035305942966,-0.0033784060728574844,0
0.62,-0.10421908321815979,-0.00031196293567698624,0
0.64,-0.10437781337688991,0.002820999232106349,0
0.66,-0.10453654353562003,0.006012835692209648,0
0.68,-0.03772772000620827,0.009255415623926153,0
0.7000000000000001,-0.04900222981012991,0.012540153478588733,0
0.72,-0.06027673961405148,0.015858042673679705,0
0.74,-0.046675432424509014,0.01919969134362475,0
0.76,-0.023528068959348922,0.022555359871620054,0
0.78,-0.021494170654264115,0.025914999942934384,0
0.8,-0.019460272349179308,0.02926829488066582,0
0.8200000000000001,-0.019086543535619973,0.0326047010498121,0
0.84,-0.023322257821334253,0.03591349014571765,0
0.86,-0.029274638773715236,0.03918379221651782,0
0.88,-0.03832543242450892,0.042404639301896856,0
0.9,-0.05976987686895342,0.045565009598137106,0
0.92,-0.08121432131339792,0.04865387207832589,0
0.9400000000000001,-0.04774108899016549,0.05166023150283455,0
0.96,-0.025046543535620146,0.05457317374582462,0
0.98,-0.034246543535620136,0.05738191133990085,0
1.0,-0.04344654353562012,0.06007582911043413,0
1.02,-0.005686543535620009,0.06264452974214452,0
1.04,0.026137875069031216,0.06507787909689706,0
1.06,0.0167192704178683,0.06736605108328791,0
1.08,0.012974820100743672,0.06949957186777618,0
1.1,0.04138391100983458,0.0714693632179836,0
1.12,0.06979300191892548,0.07326678478170458,0
1.1400000000000001,0.15968220646438042,0.07488367512750506,0
1.16,0.2528072064643794,0.07631239140694832,0
1.18,0.09650631360723746,0.07754584755628208,0
1.2,-0.06416154353562013,0.07857755104947609,0
1.22,-0.18978654353562013,0.07940163833766427,0
1.24,-0.3154115435356201,0.08001290922099574,0
1.26,-0.4410365435356201,0.08040686043631012,0
1.28,-0.1885620537397016,0.08057971866132072,1
1.3,-0.04743960476010947,0.08052847292679165,0
1.32,0.0936828442194827,0.08025090613367193,0
1.34,0.20501345646438052,0.07974562507179431,0
1.36,0.30641345646438056,0.07901208811640627,0
1.3800000000000001,0.3139912342421563,0.07805062969147729,0
1.4000000000000001,0.10865616479771295,0.07686248064136596,0
1.42,0.030635331464380397,0.07544978381645925,0
1.44,-0.04738550186895302,0.07381560439915258,0
1.46,-0.012068594817671432,0.07196393470561038,0
1.48,0.02921345646438006,0.06989969334291765,0
1.5,0.12165531692949652,0.06762871866946249,0
1.52,0.21409717739461298,0.0651577565284721,0
1.54,0.27591454342090194,0.062494442247572744,0
1.56,0.3323275868991628,0.059647276962933184,0
1.58,0.03458845646437664,0.056625598459173324,0
1.6,-0.41197404353562017,0.05343954691123072,0
1.62,-0.43572404353562016,0.05010002612314282,0
1.6400000000000001,-0.4477122192112945,0.046618660988437144,0
1.6600000000000001,-0.2362257327248074,0.04300775185625185,0
1.68,-0.009621909389278732,0.03928022625724461,0
1.7,0.27745126134242787,0.03544958810128089,0
1.72,0.5052425262318225,0.03152986413442523,0
1.74,0.3971029913481013,0.02753554725494914,0
1.76,0.2889634564643801,0.023481536305005983,0
1.78,-0.012360072947384726,0.019383072171977454,0
1.8,-0.22146511496419155,0.015255670372515628,0
1.82,-0.21539368639276296,0.011115050630366127,0
1.84,-0.1894061087530113,0.006977064184937976,0
1.86,-0.08375393483996726,0.002857619630625037,0
1.8800000000000001,0.02189823907307678,-0.0012273919882525696,0
1.9000000000000001,0.04755169175849778,-0.005262172241925831,0
1.92,0.06431639764085044,-0.009231090082615499,0
1.94,0.07116345646437998,-0.013118755929644135,0
1.96,0.0595920278929515,-0.01691009469196464,0
1.98,0.0336731338837349,-0.020590417302864133,0
2.0,-0.0025643213133977067,-0.024145490270192804,0
2.02,-0.053119876868953156,-0.027561602668375873,0
2.04,-0.09336705201019627,-0.03082562993261659,0
