peak_index,time_s,amplitude,prominence
150,3.0,11.413191404582095,25.89872413558642
395,7.9,9.53663364147815,22.255353173776058
631,12.620000000000001,7.580239612400249,18.115032822038454
968,19.36,7.737139243146699,18.185695309289624
1190,23.8,9.544769063986568,20.85665658588662
1490,29.8,7.4083784270632655,17.316523149968404
1785,35.7,7.1769240903494715,15.923017954999306
2037,40.74,7.627743497910409,14.077863239340104
2250,45.0,2.5080628426454084,2.2943387633189234
