seconds,data
55.956,0.2897499999999999
55.997,0.30125
56.052,0.2995
56.086,0.31925
56.128,0.3155
56.162,0.319
56.195,0.3269999999999999
56.25,0.3379999999999999
56.28,0.32575
56.323,0.3087499999999999
56.362,0.3384999999999999
56.398,0.3410000000000001
56.44,0.3355
56.503,0.32525
56.52,0.3332499999999999
56.566,0.34475
56.618,0.362
56.638,0.3299999999999999
56.68,0.3097499999999999
56.716,0.3332499999999999
56.767,0.33125
56.855,0.3562499999999999
56.869,0.3532499999999998
56.883,0.35225
56.916,0.3562499999999999
56.96,0.34925
57.008,0.363
57.037,0.3562499999999999
57.082,0.3632499999999999
57.126,0.3520000000000001
57.158,0.34775
57.214,0.36575
57.241,0.353
57.29,0.3335
57.322,0.349
57.359,0.347
57.4,0.3515
57.443,0.3605000000000001
57.483,0.373
57.517,0.3542499999999999
57.561,0.3377500000000001
57.609,0.3454999999999999
57.641,0.387
57.678,0.35875
57.732,0.3605
57.757,0.3620000000000001
57.806,0.362
57.836,0.38975
57.881,0.3865
57.934,0.36225
57.961,0.36225
58.005,0.367
58.036,0.4089999999999999
58.084,0.365
58.116,0.348
58.157,0.3845
58.212,0.4065000000000001
58.245,0.397
58.284,0.3947499999999999
58.321,0.3907499999999999
58.36,0.402
58.403,0.3812500000000001
58.439,0.408
58.481,0.4009999999999999
58.54,0.4215000000000001
58.562,0.3712499999999999
58.599,0.3865000000000002
58.664,0.39275
58.68,0.3989999999999999
58.722,0.41275
58.757,0.40825
58.799,0.39725
58.836,0.4015000000000001
58.88,0.3919999999999999
58.927,0.3824999999999999
58.959,0.404
59.0,0.3885
59.046,0.37975
59.077,0.396
59.121,0.4052500000000001
59.162,0.4247499999999999
59.204,0.3607499999999999
59.257,0.3857499999999999
59.277,0.39675
59.328,0.4059999999999999
59.359,0.4042500000000001
59.402,0.3644999999999999
59.438,0.3695
59.477,0.38875
59.517,0.40925
59.557,0.38025
59.598,0.39125
59.642,0.38525
59.677,0.409
59.716,0.37
59.761,0.3644999999999999
59.797,0.3735
59.853,0.344
59.888,0.36125
59.919,0.3602499999999999
59.981,0.368
59.998,0.382
60.04,0.3379999999999999
60.079,0.346
60.124,0.359
60.163,0.3387500000000001
60.197,0.3564999999999999
60.243,0.354
60.275,0.3627499999999999
60.329,0.3547499999999999
60.36,0.34975
60.411,0.34925
60.446,0.346
60.48,0.36175
60.52,0.36025
60.582,0.33875
60.597,0.3435
60.641,0.3532499999999999
60.697,0.32875
60.717,0.3304999999999999
60.76,0.3425000000000001
60.796,0.3512499999999999
60.851,0.3297499999999999
60.881,0.3195
60.918,0.3075
60.966,0.3289999999999999
60.996,0.3319999999999999
61.041,0.32875
61.085,0.3077499999999999
61.12,0.3259999999999999
61.162,0.33975
61.2,0.3245
61.239,0.32525
61.301,0.3192499999999999
61.322,0.3399999999999999
61.36,0.313
61.395,0.31825
61.446,0.32025
61.48,0.3275
61.526,0.3115
61.569,0.31775
61.604,0.30625
61.647,0.2927499999999999
61.66,0.323
61.679,0.32475
61.715,0.31275
61.771,0.3295
61.802,0.3135
61.84,0.3095
61.903,0.3229999999999999
61.918,0.32825
61.965,0.31025
62.022,0.31525
62.037,0.3334999999999999
62.081,0.3169999999999999
62.127,0.28975
62.156,0.312
62.205,0.29
62.237,0.33375
62.279,0.3017499999999999
62.316,0.3047499999999999
62.357,0.31575
62.406,0.3032499999999999
62.446,0.299
62.483,0.33275
62.52,0.31325
62.562,0.31325
62.619,0.29325
62.641,0.3069999999999999
62.68,0.29275
62.746,0.29125
62.763,0.3165
62.799,0.3115
62.836,0.3152499999999999
62.889,0.3029999999999999
62.921,0.298
62.966,0.29275
63.004,0.3360000000000001
63.038,0.3027500000000001
63.08,0.3125
63.122,0.2899999999999999
63.162,0.3065
63.208,0.3235000000000001
63.239,0.3379999999999999
63.279,0.3152499999999999
63.344,0.318
63.361,0.3390000000000001
63.402,0.33875
63.444,0.306
63.483,0.31575
63.531,0.30125
63.562,0.3039999999999999
63.601,0.32275
63.64,0.3329999999999999
63.689,0.33025
63.725,0.3455000000000001
63.759,0.36275
63.808,0.35275
63.841,0.3614999999999999
63.885,0.3045
63.937,0.3389999999999999
63.958,0.35775
64.003,0.3577499999999999
64.058,0.3442499999999999
64.077,0.34875
64.119,0.3137500000000001
64.158,0.3375
64.211,0.3542499999999998
64.239,0.3460000000000001
64.277,0.3525
64.329,0.3564999999999999
64.359,0.357
64.403,0.3329999999999999
64.442,0.3574999999999999
64.485,0.3574999999999999
64.524,0.3370000000000001
64.56,0.34875
64.61,0.3419999999999998
64.653,0.3490000000000001
64.676,0.32775
64.725,0.33225
64.775,0.36
64.797,0.325
64.842,0.353
64.878,0.3579999999999999
64.919,0.3432499999999999
64.959,0.3429999999999999
65.008,0.3545
65.051,0.356
65.081,0.3400000000000001
65.116,0.3435
65.163,0.3410000000000001
65.199,0.34875
65.245,0.3592499999999998
65.279,0.3347499999999999
65.321,0.3412499999999999
65.38,0.351
65.395,0.3545
65.449,0.33425
65.481,0.3582499999999999
65.525,0.35875
65.564,0.3359999999999999
65.599,0.3390000000000001
65.65,0.3557499999999999
65.681,0.36475
65.72,0.35075
65.77,0.3485
65.802,0.35775
65.839,0.37
65.887,0.3374999999999999
65.919,0.3520000000000001
65.979,0.3914999999999999
66.0,0.3595
66.051,0.346
66.097,0.3707499999999999
66.128,0.3399999999999999
66.16,0.3532499999999999
66.199,0.35425
66.246,0.3529999999999998
66.29,0.3492499999999999
66.323,0.3664999999999999
66.361,0.3455
66.397,0.349
66.457,0.3582499999999999
66.486,0.37875
66.518,0.353
66.567,0.36575
66.597,0.34525
66.639,0.38275
66.704,0.3435
66.72,0.3632499999999999
66.762,0.3429999999999999
66.817,0.37525
66.835,0.40875
66.884,0.36375
66.916,0.3682499999999999
66.971,0.37475
67.001,0.38825
67.041,0.3742499999999999
67.092,0.4022500000000001
67.135,0.3662500000000001
67.156,0.40675
67.201,0.404
67.242,0.39825
67.28,0.4122499999999999
