# MKBOXPRO 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],mag_x[mG],mag_y[mG],mag_z[mG],ah_qvar[LSB],acc_x[LSB],acc_y[LSB],acc_z[LSB],gyro_x[LSB],gyro_y[LSB],gyro_z[LSB],mag_x[LSB],mag_y[LSB],mag_z[LSB],new_data
203631013,-950.868,-169.092,249.368,-1540.000,-350.000,-700.000,133.500,210.000,-393.000,,-15588,-2772,4088,-22,-5,-10,89,140,-262,0x38
203636987,-950.868,-169.092,249.368,-1540.000,-350.000,-700.000,136.500,211.500,-402.000,,-15588,-2772,4088,-22,-5,-10,91,141,-268,0x20
203638705,-952.332,-168.604,248.575,-1470.000,-700.000,-630.000,136.500,211.500,-402.000,,-15612,-2764,4075,-21,-10,-9,91,141,-268,0x18
203646901,-952.332,-168.604,248.575,-1470.000,-700.000,-630.000,136.500,213.000,-397.500,,-15612,-2764,4075,-21,-10,-9,91,142,-265,0x20
203655514,-957.212,-169.519,248.331,-1470.000,-1050.000,-280.000,136.500,213.000,-397.500,,-15692,-2779,4071,-21,-15,-4,91,142,-265,0x18
203656812,-957.212,-169.519,248.331,-1470.000,-1050.000,-280.000,136.500,208.500,-396.000,,-15692,-2779,4071,-21,-15,-4,91,139,-264,0x20
203666762,-957.212,-169.519,248.331,-1470.000,-1050.000,-280.000,133.500,211.500,-391.500,,-15692,-2779,4071,-21,-15,-4,89,141,-261,0x20
203672409,-955.931,-163.541,248.209,-1890.000,-630.000,-560.000,133.500,211.500,-391.500,,-15671,-2681,4069,-27,-9,-8,89,141,-261,0x18
203676679,-955.931,-163.541,248.209,-1890.000,-630.000,-560.000,130.500,208.500,-394.500,,-15671,-2681,4069,-27,-9,-8,87,139,-263,0x20
203686625,-955.931,-163.541,248.209,-1890.000,-630.000,-560.000,130.500,208.500,-396.000,,-15671,-2681,4069,-27,-9,-8,87,139,-264,0x20
203689167,-958.981,-164.029,248.148,-2240.000,-770.000,-210.000,130.500,208.500,-396.000,,-15721,-2689,4068,-32,-11,-3,87,139,-264,0x18
203696546,-958.981,-164.029,248.148,-2240.000,-770.000,-210.000,136.500,211.500,-391.500,,-15721,-2689,4068,-32,-11,-3,91,141,-261,0x20
203706085,-958.127,-170.800,250.100,-2310.000,70.000,-630.000,136.500,211.500,-391.500,,-15707,-2800,4100,-33,1,-9,91,141,-261,0x18
203706435,-958.127,-170.800,250.100,-2310.000,70.000,-630.000,126.000,216.000,-399.000,,-15707,-2800,4100,-33,1,-9,84,144,-266,0x20
203716266,-958.127,-170.800,250.100,-2310.000,70.000,-630.000,138.000,211.500,-397.500,,-15707,-2800,4100,-33,1,-9,92,141,-265,0x20
203722841,-954.101,-171.837,248.880,-2100.000,280.000,-980.000,138.000,211.500,-397.500,,-15641,-2817,4080,-30,4,-14,92,141,-265,0x18
203726188,-954.101,-171.837,248.880,-2100.000,280.000,-980.000,127.500,210.000,-403.500,,-15641,-2817,4080,-30,4,-14,85,140,-269,0x20
203736129,-954.101,-171.837,248.880,-2100.000,280.000,-980.000,129.000,217.500,-391.500,,-15641,-2817,4080,-30,4,-14,86,145,-261,0x20
203739735,-944.219,-171.532,250.832,-1960.000,280.000,-560.000,129.000,217.500,-391.500,,-15479,-2812,4112,-28,4,-8,86,145,-261,0x18
203746040,-944.219,-171.532,250.832,-1960.000,280.000,-560.000,135.000,208.500,-402.000,,-15479,-2812,4112,-28,4,-8,90,139,-268,0x20
203755995,-944.219,-171.532,250.832,-1960.000,280.000,-560.000,135.000,213.000,-385.500,,-15479,-2812,4112,-28,4,-8,90,142,-257,0x20
203756486,-944.524,-167.628,250.832,-2450.000,630.000,560.000,135.000,213.000,-385.500,,-15484,-2748,4112,-35,9,8,90,142,-257,0x18
203765897,-944.524,-167.628,250.832,-2450.000,630.000,560.000,135.000,210.000,-391.500,,-15484,-2748,4112,-35,9,8,90,140,-261,0x20
203773272,-944.524,-167.628,250.832,-3220.000,910.000,350.000,135.000,210.000,-391.500,,-15484,-2748,4112,-46,13,5,90,140,-261,0x10
203773455,-953.247,-169.092,248.880,-3220.000,910.000,350.000,135.000,210.000,-391.500,,-15627,-2772,4080,-46,13,5,90,140,-261,0x08
203775800,-953.247,-169.092,248.880,-3220.000,910.000,350.000,129.000,211.500,-402.000,,-15627,-2772,4080,-46,13,5,86,141,-268,0x20
203785621,-953.247,-169.092,248.880,-3220.000,910.000,350.000,133.500,214.500,-399.000,,-15627,-2772,4080,-46,13,5,89,143,-266,0x20
203790166,-956.175,-172.264,243.512,-4060.000,1750.000,-140.000,133.500,214.500,-399.000,,-15675,-2824,3992,-58,25,-2,89,143,-266,0x18
203795529,-956.175,-172.264,243.512,-4060.000,1750.000,-140.000,123.000,210.000,-399.000,,-15675,-2824,3992,-58,25,-2,82,140,-266,0x20
203805486,-956.175,-172.264,243.512,-4060.000,1750.000,-140.000,136.500,211.500,-394.500,,-15675,-2824,3992,-58,25,-2,91,141,-263,0x20
203807058,-957.761,-174.887,245.037,-4200.000,2030.000,-420.000,136.500,211.500,-394.500,,-15701,-2867,4017,-60,29,-6,91,141,-263,0x18
203815394,-957.761,-174.887,245.037,-4200.000,2030.000,-420.000,136.500,205.500,-403.500,,-15701,-2867,4017,-60,29,-6,91,137,-269,0x20
203823867,-955.748,-175.192,246.684,-3990.000,2100.000,-1260.000,136.500,205.500,-403.500,,-15668,-2872,4044,-57,30,-18,91,137,-269,0x18
203825298,-955.748,-175.192,246.684,-3990.000,2100.000,-1260.000,135.000,211.500,-397.500,,-15668,-2872,4044,-57,30,-18,90,141,-265,0x20
203835244,-955.748,-175.192,246.684,-3990.000,2100.000,-1260.000,132.000,213.000,-397.500,,-15668,-2872,4044,-57,30,-18,88,142,-265,0x20
203840605,-949.648,-174.216,247.904,-3990.000,1890.000,-1820.000,132.000,213.000,-397.500,,-15568,-2856,4064,-57,27,-26,88,142,-265,0x18
203845149,-949.648,-174.216,247.904,-3990.000,1890.000,-1820.000,121.500,210.000,-391.500,,-15568,-2856,4064,-57,27,-26,81,140,-261,0x20
203855087,-949.648,-174.216,247.904,-3990.000,1890.000,-1820.000,133.500,214.500,-399.000,,-15568,-2856,4064,-57,27,-26,89,143,-266,0x20
203857493,-945.073,-174.399,246.501,-4270.000,2030.000,-1400.000,133.500,214.500,-399.000,,-15493,-2859,4041,-61,29,-20,89,143,-266,0x18
203864871,-945.073,-174.399,246.501,-4270.000,2030.000,-1400.000,135.000,214.500,-390.000,,-15493,-2859,4041,-61,29,-20,90,143,-260,0x20
203874281,-951.112,-171.532,241.011,-4200.000,1120.000,-980.000,135.000,214.500,-390.000,,-15592,-2812,3951,-60,16,-14,90,143,-260,0x18
203874902,-951.112,-171.532,241.011,-4200.000,1120.000,-980.000,133.500,207.000,-396.000,,-15592,-2812,3951,-60,16,-14,89,138,-264,0x20
203884703,-951.112,-171.532,241.011,-4200.000,1120.000,-980.000,138.000,208.500,-394.500,,-15592,-2812,3951,-60,16,-14,92,139,-263,0x20
203891142,-955.016,-170.495,238.693,-4130.000,980.000,-1330.000,138.000,208.500,-394.500,,-15656,-2795,3913,-59,14,-19,92,139,-263,0x18
203894607,-955.016,-170.495,238.693,-4130.000,980.000,-1330.000,136.500,210.000,-399.000,,-15656,-2795,3913,-59,14,-19,91,140,-266,0x20
203904551,-955.016,-170.495,238.693,-4130.000,980.000,-1330.000,135.000,198.000,-393.000,,-15656,-2795,3913,-59,14,-19,90,132,-262,0x20
203907899,-955.016,-170.495,238.693,-3430.000,1540.000,-1820.000,135.000,198.000,-393.000,,-15656,-2795,3913,-49,22,-26,90,132,-262,0x10
203908082,-956.236,-175.375,239.913,-3430.000,1540.000,-1820.000,135.000,198.000,-393.000,,-15676,-2875,3933,-49,22,-26,90,132,-262,0x08
203914510,-956.236,-175.375,239.913,-3430.000,1540.000,-1820.000,133.500,205.500,-396.000,,-15676,-2875,3933,-49,22,-26,89,137,-264,0x20
203924330,-956.236,-175.375,239.913,-3430.000,1540.000,-1820.000,135.000,207.000,-396.000,,-15676,-2875,3933,-49,22,-26,90,138,-264,0x20
203924822,-953.857,-182.024,238.083,-2870.000,2030.000,-1330.000,135.000,207.000,-396.000,,-15637,-2984,3903,-41,29,-19,90,138,-264,0x18
203934242,-953.857,-182.024,238.083,-2870.000,2030.000,-1330.000,127.500,211.500,-399.000,,-15637,-2984,3903,-41,29,-19,85,141,-266,0x20
203941637,-954.284,-187.697,240.340,-1680.000,1470.000,-1050.000,127.500,211.500,-399.000,,-15644,-3077,3940,-24,21,-15,85,141,-266,0x18
203944175,-954.284,-187.697,240.340,-1680.000,1470.000,-1050.000,130.500,208.500,-391.500,,-15644,-3077,3940,-24,21,-15,87,139,-261,0x20
203954125,-954.284,-187.697,240.340,-1680.000,1470.000,-1050.000,132.000,201.000,-396.000,,-15644,-3077,3940,-24,21,-15,88,134,-264,0x20
203958420,-960.872,-173.240,242.536,-1820.000,1260.000,-1400.000,132.000,201.000,-396.000,,-15752,-2840,3976,-26,18,-20,88,134,-264,0x18
203964037,-960.872,-173.240,242.536,-1820.000,1260.000,-1400.000,135.000,210.000,-393.000,,-15752,-2840,3976,-26,18,-20,90,140,-262,0x20
203973850,-960.872,-173.240,242.536,-1820.000,1260.000,-1400.000,133.500,205.500,-399.000,,-15752,-2840,3976,-26,18,-20,89,137,-266,0x20
203975286,-955.443,-165.981,238.632,-1820.000,1120.000,-1330.000,133.500,205.500,-399.000,,-15663,-2721,3912,-26,16,-19,89,137,-266,0x18
203983878,-955.443,-165.981,238.632,-1820.000,1120.000,-1330.000,127.500,217.500,-399.000,,-15663,-2721,3912,-26,16,-19,85,145,-266,0x20
203992083,-961.604,-174.887,226.127,-1400.000,1610.000,-1330.000,127.500,217.500,-399.000,,-15764,-2867,3707,-20,23,-19,85,145,-266,0x18
203993658,-961.604,-174.887,226.127,-1400.000,1610.000,-1330.000,133.500,210.000,-405.000,,-15764,-2867,3707,-20,23,-19,89,140,-270,0x20
204003606,-961.604,-174.887,226.127,-1400.000,1610.000,-1330.000,127.500,205.500,-397.500,,-15764,-2867,3707,-20,23,-19,85,137,-265,0x20
204008980,-964.959,-173.728,237.717,-1120.000,1820.000,-2800.000,127.500,205.500,-397.500,,-15819,-2848,3897,-16,26,-40,85,137,-265,0x18
204013532,-964.959,-173.728,237.717,-1120.000,1820.000,-2800.000,130.500,201.000,-391.500,,-15819,-2848,3897,-16,26,-40,87,134,-261,0x20
204023471,-964.959,-173.728,237.717,-1120.000,1820.000,-2800.000,139.500,207.000,-394.500,,-15819,-2848,3897,-16,26,-40,93,138,-263,0x20
204025731,-958.859,-173.301,224.541,-1050.000,490.000,-2800.000,139.500,207.000,-394.500,,-15719,-2841,3681,-15,7,-40,93,138,-263,0x18
204033389,-958.859,-173.301,224.541,-1050.000,490.000,-2800.000,132.000,210.000,-403.500,,-15719,-2841,3681,-15,7,-40,88,140,-269,0x20
204042525,-958.859,-173.301,224.541,-840.000,-1190.000,-1680.000,132.000,210.000,-403.500,,-15719,-2841,3681,-12,-17,-24,88,140,-269,0x10
204042707,-952.271,-172.203,240.828,-840.000,-1190.000,-1680.000,132.000,210.000,-403.500,,-15611,-2823,3948,-12,-17,-24,88,140,-269,0x08
204043298,-952.271,-172.203,240.828,-840.000,-1190.000,-1680.000,136.500,204.000,-390.000,,-15611,-2823,3948,-12,-17,-24,91,136,-260,0x20
204053122,-952.271,-172.203,240.828,-840.000,-1190.000,-1680.000,130.500,205.500,-399.000,,-15611,-2823,3948,-12,-17,-24,87,137,-266,0x20
204059422,-954.833,-186.416,239.303,-1540.000,-1750.000,-910.000,130.500,205.500,-399.000,,-15653,-3056,3923,-22,-25,-13,87,137,-266,0x18
204063035,-954.833,-186.416,239.303,-1540.000,-1750.000,-910.000,124.500,211.500,-393.000,,-15653,-3056,3923,-22,-25,-13,83,141,-262,0x20
204073124,-954.833,-186.416,239.303,-1540.000,-1750.000,-910.000,132.000,208.500,-399.000,,-15653,-3056,3923,-22,-25,-13,88,139,-266,0x20
204076183,-954.833,-186.416,239.303,-1820.000,-2800.000,-210.000,132.000,208.500,-399.000,,-15653,-3056,3923,-26,-40,-3,88,139,-266,0x10
204076366,-954.284,-183.976,237.473,-1820.000,-2800.000,-210.000,132.000,208.500,-399.000,,-15644,-3016,3893,-26,-40,-3,88,139,-266,0x08
204083044,-954.284,-183.976,237.473,-1820.000,-2800.000,-210.000,132.000,204.000,-400.500,,-15644,-3016,3893,-26,-40,-3,88,136,-267,0x20
204093008,-954.284,-183.976,237.473,-1680.000,-2380.000,-350.000,129.000,207.000,-394.500,,-15644,-3016,3893,-24,-34,-5,86,138,-263,0x30
204093397,-948.672,-172.264,227.347,-1680.000,-2380.000,-350.000,129.000,207.000,-394.500,,-15552,-2824,3727,-24,-34,-5,86,138,-263,0x08
204102898,-948.672,-172.264,227.347,-1680.000,-2380.000,-350.000,133.500,198.000,-403.500,,-15552,-2824,3727,-24,-34,-5,89,132,-269,0x20
204109884,-944.463,-169.031,225.212,-840.000,-1750.000,-770.000,133.500,198.000,-403.500,,-15483,-2771,3692,-12,-25,-11,89,132,-269,0x18
204112800,-944.463,-169.031,225.212,-840.000,-1750.000,-770.000,141.000,211.500,-393.000,,-15483,-2771,3692,-12,-25,-11,94,141,-262,0x20
204122741,-944.463,-169.031,225.212,-840.000,-1750.000,-770.000,133.500,214.500,-400.500,,-15483,-2771,3692,-12,-25,-11,89,143,-267,0x20
204126753,-952.393,-170.312,237.900,-140.000,-840.000,-910.000,133.500,214.500,-400.500,,-15613,-2792,3900,-2,-12,-13,89,143,-267,0x18
204132655,-952.393,-170.312,237.900,-140.000,-840.000,-910.000,130.500,202.500,-399.000,,-15613,-2792,3900,-2,-12,-13,87,135,-266,0x20
204142471,-952.393,-170.312,237.900,-140.000,-840.000,-910.000,129.000,207.000,-399.000,,-15613,-2792,3900,-2,-12,-13,86,138,-266,0x20
204143512,-959.896,-181.048,243.939,-910.000,-420.000,-1610.000,129.000,207.000,-399.000,,-15736,-2968,3999,-13,-6,-23,86,138,-266,0x18
204152375,-959.896,-181.048,243.939,-910.000,-420.000,-1610.000,141.000,208.500,-400.500,,-15736,-2968,3999,-13,-6,-23,94,139,-267,0x20
204160430,-957.456,-175.192,239.364,-1260.000,560.000,-1750.000,141.000,208.500,-400.500,,-15696,-2872,3924,-18,8,-25,94,139,-267,0x18
204162283,-957.456,-175.192,239.364,-1260.000,560.000,-1750.000,130.500,208.500,-396.000,,-15696,-2872,3924,-18,8,-25,87,139,-264,0x20
204172240,-957.456,-175.192,239.364,-1260.000,560.000,-1750.000,129.000,211.500,-400.500,,-15696,-2872,3924,-18,8,-25,86,141,-267,0x20
204177191,-953.857,-183.000,236.192,-770.000,-1540.000,-1400.000,129.000,211.500,-400.500,,-15637,-3000,3872,-11,-22,-20,86,141,-267,0x18
204182156,-953.857,-183.000,236.192,-770.000,-1540.000,-1400.000,127.500,210.000,-394.500,,-15637,-3000,3872,-11,-22,-20,85,140,-263,0x20
204191976,-953.857,-183.000,236.192,-770.000,-1540.000,-1400.000,127.500,208.500,-408.000,,-15637,-3000,3872,-11,-22,-20,85,139,-272,0x20
204194087,-956.968,-178.425,235.216,-980.000,-2240.000,-770.000,127.500,208.500,-408.000,,-15688,-2925,3856,-14,-32,-11,85,139,-272,0x18
204202004,-956.968,-178.425,235.216,-980.000,-2240.000,-770.000,133.500,204.000,-400.500,,-15688,-2925,3856,-14,-32,-11,89,136,-267,0x20
204210879,-956.968,-176.107,237.168,-1050.000,-2520.000,-1050.000,133.500,204.000,-400.500,,-15688,-2887,3888,-15,-36,-15,89,136,-267,0x18
204211906,-956.968,-176.107,237.168,-1050.000,-2520.000,-1050.000,129.000,207.000,-405.000,,-15688,-2887,3888,-15,-36,-15,86,138,-270,0x20
204221727,-956.968,-176.107,237.168,-1050.000,-2520.000,-1050.000,127.500,214.500,-400.500,,-15688,-2887,3888,-15,-36,-15,85,143,-267,0x20
204227751,-958.920,-177.449,239.608,-630.000,-1820.000,-2240.000,127.500,214.500,-400.500,,-15720,-2909,3928,-9,-26,-32,85,143,-267,0x18
204231621,-958.920,-177.449,239.608,-630.000,-1820.000,-2240.000,135.000,217.500,-393.000,,-15720,-2909,3928,-9,-26,-32,90,145,-262,0x20
204241575,-958.920,-177.449,239.608,-630.000,-1820.000,-2240.000,144.000,198.000,-403.500,,-15720,-2909,3928,-9,-26,-32,96,132,-269,0x20
204244512,-957.456,-181.597,245.220,-350.000,-1400.000,-3290.000,144.000,198.000,-403.500,,-15696,-2977,4020,-5,-20,-47,96,132,-269,0x18
204251492,-957.456,-181.597,245.220,-350.000,-1400.000,-3290.000,126.000,207.000,-408.000,,-15696,-2977,4020,-5,-20,-47,84,138,-272,0x20
204261312,-958.127,-183.976,247.599,-490.000,-2310.000,-3290.000,135.000,217.500,-405.000,,-15707,-3016,4059,-7,-33,-47,90,145,-270,0x38
204271338,-958.127,-183.976,247.599,-490.000,-2310.000,-3290.000,130.500,205.500,-397.500,,-15707,-3016,4059,-7,-33,-47,87,137,-265,0x20
204278193,-955.748,-180.072,243.085,-630.000,-3360.000,-3290.000,130.500,205.500,-397.500,,-15668,-2952,3985,-9,-48,-47,87,137,-265,0x18
204281135,-955.748,-180.072,243.085,-630.000,-3360.000,-3290.000,132.000,207.000,-406.500,,-15668,-2952,3985,-9,-48,-47,88,138,-271,0x20
204291086,-955.748,-180.072,243.085,-630.000,-3360.000,-3290.000,129.000,207.000,-411.000,,-15668,-2952,3985,-9,-48,-47,86,138,-274,0x20
204294968,-955.809,-178.669,246.196,-700.000,-3640.000,-3290.000,129.000,207.000,-411.000,,-15669,-2929,4036,-10,-52,-47,86,138,-274,0x18
204301004,-955.809,-178.669,246.196,-700.000,-3640.000,-3290.000,133.500,205.500,-399.000,,-15669,-2929,4036,-10,-52,-47,89,137,-266,0x20
204310952,-955.809,-178.669,246.196,-700.000,-3640.000,-3290.000,123.000,205.500,-408.000,,-15669,-2929,4036,-10,-52,-47,82,137,-272,0x20
204311849,-948.184,-177.449,247.111,-980.000,-3010.000,-3360.000,123.000,205.500,-408.000,,-15544,-2909,4051,-14,-43,-48,82,137,-272,0x18
204320853,-948.184,-177.449,247.111,-980.000,-3010.000,-3360.000,133.500,205.500,-402.000,,-15544,-2909,4051,-14,-43,-48,89,137,-268,0x20
204328643,-950.807,-180.316,245.952,-910.000,-3080.000,-3010.000,133.500,205.500,-402.000,,-15587,-2956,4032,-13,-44,-43,89,137,-268,0x18
204330748,-950.807,-180.316,245.952,-910.000,-3080.000,-3010.000,127.500,207.000,-405.000,,-15587,-2956,4032,-13,-44,-43,85,138,-270,0x20
204340700,-950.807,-180.316,245.952,-910.000,-3080.000,-3010.000,130.500,211.500,-402.000,,-15587,-2956,4032,-13,-44,-43,87,141,-268,0x20
204345536,-953.003,-188.063,249.368,-700.000,-3220.000,-3500.000,130.500,211.500,-402.000,,-15623,-3083,4088,-10,-46,-50,87,141,-268,0x18
204350500,-953.003,-188.063,249.368,-700.000,-3220.000,-3500.000,121.500,207.000,-412.500,,-15623,-3083,4088,-10,-46,-50,81,138,-275,0x20
204360465,-953.003,-188.063,249.368,-700.000,-3220.000,-3500.000,130.500,195.000,-414.000,,-15623,-3083,4088,-10,-46,-50,87,130,-276,0x20
204362306,-947.513,-187.209,251.564,-910.000,-2660.000,-3150.000,130.500,195.000,-414.000,,-15533,-3069,4124,-13,-38,-45,87,130,-276,0x18
204370373,-947.513,-187.209,251.564,-910.000,-2660.000,-3150.000,133.500,207.000,-409.500,,-15533,-3069,4124,-13,-38,-45,89,138,-273,0x20
204379098,-941.047,-188.612,247.172,-770.000,-1750.000,-2870.000,133.500,207.000,-409.500,,-15427,-3092,4052,-11,-25,-41,89,138,-273,0x18
204380259,-941.047,-188.612,247.172,-770.000,-1750.000,-2870.000,130.500,199.500,-406.500,,-15427,-3092,4052,-11,-25,-41,87,133,-271,0x20
204390209,-941.047,-188.612,247.172,-770.000,-1750.000,-2870.000,135.000,199.500,-403.500,,-15427,-3092,4052,-11,-25,-41,90,133,-269,0x20
204395990,-943.365,-187.453,250.039,-560.000,-1120.000,-2940.000,135.000,199.500,-403.500,,-15465,-3073,4099,-8,-16,-42,90,133,-269,0x18
204400131,-943.365,-187.453,250.039,-560.000,-1120.000,-2940.000,130.500,204.000,-417.000,,-15465,-3073,4099,-8,-16,-42,87,136,-278,0x20
204409946,-943.365,-187.453,250.039,-560.000,-1120.000,-2940.000,123.000,205.500,-405.000,,-15465,-3073,4099,-8,-16,-42,82,137,-270,0x20
204412757,-950.563,-188.612,253.577,-490.000,-840.000,-3290.000,123.000,205.500,-405.000,,-15583,-3092,4157,-7,-12,-47,82,137,-270,0x18
204419867,-950.563,-188.612,253.577,-490.000,-840.000,-3290.000,132.000,204.000,-402.000,,-15583,-3092,4157,-7,-12,-47,88,136,-268,0x20
204429682,-951.600,-189.893,254.492,-420.000,-770.000,-3220.000,132.000,204.000,-402.000,,-15600,-3113,4172,-6,-11,-46,88,136,-268,0x18
204429898,-951.600,-189.893,254.492,-420.000,-770.000,-3220.000,127.500,202.500,-405.000,,-15600,-3113,4172,-6,-11,-46,85,135,-270,0x20
204439703,-951.600,-189.893,254.492,-420.000,-770.000,-3220.000,120.000,205.500,-405.000,,-15600,-3113,4172,-6,-11,-46,80,137,-270,0x20
204446413,-951.905,-190.320,257.664,-140.000,-1050.000,-3220.000,120.000,205.500,-405.000,,-15605,-3120,4224,-2,-15,-46,80,137,-270,0x18
204449608,-951.905,-190.320,257.664,-140.000,-1050.000,-3220.000,130.500,195.000,-409.500,,-15605,-3120,4224,-2,-15,-46,87,130,-273,0x20
204459548,-951.905,-190.320,257.664,-140.000,-1050.000,-3220.000,121.500,202.500,-411.000,,-15605,-3120,4224,-2,-15,-46,81,135,-274,0x20
204463306,-952.881,-191.479,252.296,560.000,-2380.000,-2800.000,121.500,202.500,-411.000,,-15621,-3139,4136,8,-34,-40,81,135,-274,0x18
204469475,-952.881,-191.479,252.296,560.000,-2380.000,-2800.000,130.500,201.000,-408.000,,-15621,-3139,4136,8,-34,-40,87,134,-272,0x20
204479416,-952.881,-191.479,252.296,560.000,-2380.000,-2800.000,132.000,207.000,-412.500,,-15621,-3139,4136,8,-34,-40,88,138,-275,0x20
204480042,-952.881,-191.479,252.296,630.000,-2800.000,-2100.000,132.000,207.000,-412.500,,-15621,-3139,4136,9,-40,-30,88,138,-275,0x10
204480226,-945.683,-183.976,262.727,630.000,-2800.000,-2100.000,132.000,207.000,-412.500,,-15503,-3016,4307,9,-40,-30,88,138,-275,0x08
204489346,-945.683,-183.976,262.727,630.000,-2800.000,-2100.000,126.000,204.000,-408.000,,-15503,-3016,4307,9,-40,-30,84,136,-272,0x20
204496869,-945.683,-183.976,262.727,-630.000,-1890.000,-1890.000,126.000,204.000,-408.000,,-15503,-3016,4307,-9,-27,-27,84,136,-272,0x10
204497053,-939.644,-186.416,254.675,-630.000,-1890.000,-1890.000,126.000,204.000,-408.000,,-15404,-3056,4175,-9,-27,-27,84,136,-272,0x08
204499144,-939.644,-186.416,254.675,-630.000,-1890.000,-1890.000,126.000,202.500,-405.000,,-15404,-3056,4175,-9,-27,-27,84,135,-270,0x20
204509108,-939.644,-186.416,254.675,-630.000,-1890.000,-1890.000,121.500,195.000,-415.500,,-15404,-3056,4175,-9,-27,-27,81,130,-277,0x20
204513801,-948.367,-187.331,248.880,-560.000,-1890.000,-2660.000,121.500,195.000,-415.500,,-15547,-3071,4080,-8,-27,-38,81,130,-277,0x18
204519020,-948.367,-187.331,248.880,-560.000,-1890.000,-2660.000,127.500,198.000,-412.500,,-15547,-3071,4080,-8,-27,-38,85,132,-275,0x20
204528973,-948.367,-187.331,248.880,-560.000,-1890.000,-2660.000,129.000,207.000,-405.000,,-15547,-3071,4080,-8,-27,-38,86,138,-270,0x20
204530544,-951.295,-188.795,253.516,-70.000,-2940.000,-2870.000,129.000,207.000,-405.000,,-15595,-3095,4156,-1,-42,-41,86,138,-270,0x18
204538890,-951.295,-188.795,253.516,-70.000,-2940.000,-2870.000,133.500,210.000,-412.500,,-15595,-3095,4156,-1,-42,-41,89,140,-275,0x20
204547354,-951.295,-188.795,253.516,-700.000,-2660.000,-2660.000,133.500,210.000,-412.500,,-15595,-3095,4156,-10,-38,-38,89,140,-275,0x10
204547537,-944.524,-191.113,256.932,-700.000,-2660.000,-2660.000,133.500,210.000,-412.500,,-15484,-3133,4212,-10,-38,-38,89,140,-275,0x08
204548691,-944.524,-191.113,256.932,-700.000,-2660.000,-2660.000,135.000,199.500,-415.500,,-15484,-3133,4212,-10,-38,-38,90,133,-277,0x20
204558624,-944.524,-191.113,256.932,-700.000,-2660.000,-2660.000,136.500,201.000,-411.000,,-15484,-3133,4212,-10,-38,-38,91,134,-274,0x20
204564253,-941.352,-192.760,256.200,-840.000,-3780.000,-2380.000,136.500,201.000,-411.000,,-15432,-3160,4200,-12,-54,-34,91,134,-274,0x18
204568535,-941.352,-192.760,256.200,-840.000,-3780.000,-2380.000,127.500,193.500,-409.500,,-15432,-3160,4200,-12,-54,-34,85,129,-273,0x20
204578488,-941.352,-192.760,256.200,-840.000,-3780.000,-2380.000,120.000,196.500,-412.500,,-15432,-3160,4200,-12,-54,-34,80,131,-275,0x20
204581015,-941.352,-192.760,256.200,-910.000,-4480.000,-1960.000,120.000,196.500,-412.500,,-15432,-3160,4200,-13,-64,-28,80,131,-275,0x10
204581198,-938.668,-188.795,263.764,-910.000,-4480.000,-1960.000,120.000,196.500,-412.500,,-15388,-3095,4324,-13,-64,-28,80,131,-275,0x08
204588414,-938.668,-188.795,263.764,-910.000,-4480.000,-1960.000,121.500,199.500,-412.500,,-15388,-3095,4324,-13,-64,-28,81,133,-275,0x20
204597948,-940.193,-190.076,262.300,-1260.000,-4130.000,-1820.000,121.500,199.500,-412.500,,-15413,-3116,4300,-18,-59,-26,81,133,-275,0x18
204598303,-940.193,-190.076,262.300,-1260.000,-4130.000,-1820.000,123.000,204.000,-411.000,,-15413,-3116,4300,-18,-59,-26,82,136,-274,0x20
204608135,-940.193,-190.076,262.300,-1260.000,-4130.000,-1820.000,135.000,198.000,-417.000,,-15413,-3116,4300,-18,-59,-26,90,132,-278,0x20
204614712,-943.792,-194.651,264.008,-980.000,-4200.000,-1610.000,135.000,198.000,-417.000,,-15472,-3191,4328,-14,-60,-23,90,132,-278,0x18
204618041,-943.792,-194.651,264.008,-980.000,-4200.000,-1610.000,121.500,196.500,-412.500,,-15472,-3191,4328,-14,-60,-23,81,131,-275,0x20
204628006,-943.792,-194.651,264.008,-980.000,-4200.000,-1610.000,130.500,208.500,-424.500,,-15472,-3191,4328,-14,-60,-23,87,139,-283,0x20
204631609,-942.755,-195.749,265.960,-840.000,-3920.000,-1820.000,130.500,208.500,-424.500,,-15455,-3209,4360,-12,-56,-26,87,139,-283,0x18
204637915,-942.755,-195.749,265.960,-840.000,-3920.000,-1820.000,126.000,198.000,-415.500,,-15455,-3209,4360,-12,-56,-26,84,132,-277,0x20
204647879,-942.755,-195.749,265.960,-840.000,-3920.000,-1820.000,136.500,201.000,-415.500,,-15455,-3209,4360,-12,-56,-26,91,134,-277,0x20
204648373,-936.167,-198.311,263.764,-770.000,-3150.000,-2240.000,136.500,201.000,-415.500,,-15347,-3251,4324,-11,-45,-32,91,134,-277,0x18
204657777,-936.167,-198.311,263.764,-770.000,-3150.000,-2240.000,132.000,190.500,-420.000,,-15347,-3251,4324,-11,-45,-32,88,127,-280,0x20
204665160,-933.117,-196.725,262.727,-840.000,-3430.000,-1540.000,132.000,190.500,-420.000,,-15297,-3225,4307,-12,-49,-22,88,127,-280,0x18
