# MKBOXPRO 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],mag_x[mG],mag_y[mG],mag_z[mG],ah_qvar[LSB],acc_x[LSB],acc_y[LSB],acc_z[LSB],gyro_x[LSB],gyro_y[LSB],gyro_z[LSB],mag_x[LSB],mag_y[LSB],mag_z[LSB],new_data
241520286,-930.860,-206.973,282.796,70.000,770.000,-280.000,117.000,201.000,-444.000,,-15260,-3393,4636,1,11,-4,78,134,-296,0x20
241530098,-930.860,-206.973,282.796,70.000,770.000,-280.000,120.000,195.000,-439.500,,-15260,-3393,4636,1,11,-4,80,130,-293,0x20
241535194,-930.616,-210.816,286.456,210.000,420.000,-350.000,120.000,195.000,-439.500,,-15256,-3456,4696,3,6,-5,80,130,-293,0x18
241540016,-930.616,-210.816,286.456,210.000,420.000,-350.000,127.500,192.000,-442.500,,-15256,-3456,4696,3,6,-5,85,128,-295,0x20
241549952,-930.616,-210.816,286.456,210.000,420.000,-350.000,124.500,193.500,-438.000,,-15256,-3456,4696,3,6,-5,83,129,-292,0x20
241551952,-930.616,-210.816,286.456,-70.000,1120.000,-630.000,124.500,193.500,-438.000,,-15256,-3456,4696,-1,16,-9,83,129,-292,0x10
241552135,-933.788,-211.853,291.031,-70.000,1120.000,-630.000,124.500,193.500,-438.000,,-15308,-3473,4771,-1,16,-9,83,129,-292,0x08
241559892,-933.788,-211.853,291.031,-70.000,1120.000,-630.000,121.500,195.000,-436.500,,-15308,-3473,4771,-1,16,-9,81,130,-291,0x20
241568893,-936.960,-215.635,295.545,-70.000,1260.000,-630.000,121.500,195.000,-436.500,,-15360,-3535,4845,-1,18,-9,81,130,-291,0x18
241569784,-936.960,-215.635,295.545,-70.000,1260.000,-630.000,127.500,192.000,-447.000,,-15360,-3535,4845,-1,18,-9,85,128,-298,0x20
241579741,-936.960,-215.635,295.545,-70.000,1260.000,-630.000,126.000,187.500,-436.500,,-15360,-3535,4845,-1,18,-9,84,125,-291,0x20
241585635,-936.472,-213.500,297.619,-140.000,630.000,-350.000,126.000,187.500,-436.500,,-15352,-3500,4879,-2,9,-5,84,125,-291,0x18
241589627,-936.472,-213.500,297.619,-140.000,630.000,-350.000,117.000,192.000,-439.500,,-15352,-3500,4879,-2,9,-5,78,128,-293,0x20
241599568,-936.472,-213.500,297.619,-140.000,630.000,-350.000,114.000,192.000,-432.000,,-15352,-3500,4879,-2,9,-5,76,128,-288,0x20
241602498,-933.117,-208.376,295.484,-420.000,490.000,-280.000,114.000,192.000,-432.000,,-15297,-3416,4844,-6,7,-4,76,128,-288,0x18
241609470,-933.117,-208.376,295.484,-420.000,490.000,-280.000,121.500,193.500,-448.500,,-15297,-3416,4844,-6,7,-4,81,129,-299,0x20
241619281,-925.980,-207.156,291.397,-420.000,350.000,-210.000,120.000,193.500,-436.500,,-15180,-3396,4777,-6,5,-3,80,129,-291,0x38
241629297,-925.980,-207.156,291.397,-420.000,350.000,-210.000,123.000,201.000,-438.000,,-15180,-3396,4777,-6,5,-3,82,134,-292,0x20
241636143,-925.309,-206.424,290.848,-420.000,-420.000,-140.000,123.000,201.000,-438.000,,-15169,-3384,4768,-6,-6,-2,82,134,-292,0x18
241639202,-925.309,-206.424,290.848,-420.000,-420.000,-140.000,129.000,199.500,-444.000,,-15169,-3384,4768,-6,-6,-2,86,133,-296,0x20
241649146,-925.309,-206.424,290.848,-420.000,-420.000,-140.000,127.500,199.500,-436.500,,-15169,-3384,4768,-6,-6,-2,85,133,-291,0x20
241653034,-928.969,-205.509,288.713,-210.000,210.000,-420.000,127.500,199.500,-436.500,,-15229,-3369,4733,-3,3,-6,85,133,-291,0x18
241659073,-928.969,-205.509,288.713,-210.000,210.000,-420.000,123.000,189.000,-436.500,,-15229,-3369,4733,-3,3,-6,82,126,-291,0x20
241668879,-928.969,-205.509,288.713,-210.000,210.000,-420.000,124.500,195.000,-447.000,,-15229,-3369,4733,-3,3,-6,83,130,-298,0x20
241669775,-930.616,-214.476,291.519,70.000,-350.000,-350.000,124.500,195.000,-447.000,,-15256,-3516,4779,1,-5,-5,83,130,-298,0x18
241678895,-930.616,-214.476,291.519,70.000,-350.000,-350.000,129.000,195.000,-436.500,,-15256,-3516,4779,1,-5,-5,86,130,-291,0x20
241686682,-931.531,-214.903,293.776,70.000,-560.000,-210.000,129.000,195.000,-436.500,,-15271,-3523,4816,1,-8,-3,86,130,-291,0x18
241688797,-931.531,-214.903,293.776,70.000,-560.000,-210.000,129.000,198.000,-444.000,,-15271,-3523,4816,1,-8,-3,86,132,-296,0x20
241698604,-931.531,-214.903,293.776,70.000,-560.000,-210.000,118.500,196.500,-433.500,,-15271,-3523,4816,1,-8,-3,79,131,-289,0x20
241703441,-929.640,-207.888,292.068,-350.000,910.000,-350.000,118.500,196.500,-433.500,,-15240,-3408,4788,-5,13,-5,79,131,-289,0x18
241708536,-929.640,-207.888,292.068,-350.000,910.000,-350.000,130.500,184.500,-447.000,,-15240,-3408,4788,-5,13,-5,87,123,-298,0x20
241718487,-929.640,-207.888,292.068,-350.000,910.000,-350.000,123.000,190.500,-450.000,,-15240,-3408,4788,-5,13,-5,82,127,-300,0x20
241720328,-932.812,-207.156,289.140,0.000,770.000,0.000,123.000,190.500,-450.000,,-15292,-3396,4740,0,11,0,82,127,-300,0x18
241728390,-932.812,-207.156,289.140,0.000,770.000,0.000,124.500,202.500,-442.500,,-15292,-3396,4740,0,11,0,83,135,-295,0x20
241737119,-938.424,-211.243,296.155,-140.000,-280.000,0.000,124.500,202.500,-442.500,,-15384,-3463,4855,-2,-4,0,83,135,-295,0x18
241738297,-938.424,-211.243,296.155,-140.000,-280.000,0.000,127.500,195.000,-441.000,,-15384,-3463,4855,-2,-4,0,85,130,-294,0x20
241748256,-938.424,-211.243,296.155,-140.000,-280.000,0.000,118.500,196.500,-450.000,,-15384,-3463,4855,-2,-4,0,79,131,-300,0x20
241754017,-935.740,-210.999,294.508,-420.000,350.000,-770.000,118.500,196.500,-450.000,,-15340,-3459,4828,-6,5,-11,79,131,-300,0x18
241758169,-935.740,-210.999,294.508,-420.000,350.000,-770.000,130.500,195.000,-441.000,,-15340,-3459,4828,-6,5,-11,87,130,-294,0x20
241768126,-935.740,-210.999,294.508,-420.000,350.000,-770.000,133.500,196.500,-444.000,,-15340,-3459,4828,-6,5,-11,89,131,-296,0x20
241770778,-928.664,-205.387,296.216,-490.000,140.000,-420.000,133.500,196.500,-444.000,,-15224,-3367,4856,-7,2,-6,89,131,-296,0x18
241778020,-928.664,-205.387,296.216,-490.000,140.000,-420.000,121.500,192.000,-438.000,,-15224,-3367,4856,-7,2,-6,81,128,-292,0x20
241787570,-929.457,-208.620,288.652,-490.000,280.000,-280.000,121.500,192.000,-438.000,,-15237,-3420,4732,-7,4,-4,81,128,-292,0x18
241787920,-929.457,-208.620,288.652,-490.000,280.000,-280.000,127.500,199.500,-438.000,,-15237,-3420,4732,-7,4,-4,85,133,-292,0x20
241797759,-929.457,-208.620,288.652,-490.000,280.000,-280.000,120.000,193.500,-441.000,,-15237,-3420,4732,-7,4,-4,80,129,-294,0x20
241804467,-932.263,-209.352,290.299,-420.000,-280.000,-280.000,120.000,193.500,-441.000,,-15283,-3432,4759,-6,-4,-4,80,129,-294,0x18
241807665,-932.263,-209.352,290.299,-420.000,-280.000,-280.000,118.500,198.000,-442.500,,-15283,-3432,4759,-6,-4,-4,79,132,-295,0x20
241817606,-932.263,-209.352,290.299,-420.000,-280.000,-280.000,123.000,190.500,-448.500,,-15283,-3432,4759,-6,-4,-4,82,127,-299,0x20
241821212,-931.653,-206.180,290.665,-420.000,0.000,-490.000,123.000,190.500,-448.500,,-15273,-3380,4765,-6,0,-7,82,127,-299,0x18
241827521,-931.653,-206.180,290.665,-420.000,0.000,-490.000,126.000,196.500,-442.500,,-15273,-3380,4765,-6,0,-7,84,131,-295,0x20
241837471,-931.653,-206.180,290.665,-420.000,0.000,-490.000,120.000,195.000,-441.000,,-15273,-3380,4765,-6,0,-7,80,130,-294,0x20
241838098,-929.396,-207.156,295.972,-420.000,-70.000,-490.000,120.000,195.000,-441.000,,-15236,-3396,4852,-6,-1,-7,80,130,-294,0x18
241847380,-929.396,-207.156,295.972,-420.000,-70.000,-490.000,121.500,195.000,-441.000,,-15236,-3396,4852,-6,-1,-7,81,130,-294,0x20
241854891,-932.568,-210.023,299.632,-490.000,-140.000,-490.000,121.500,195.000,-441.000,,-15288,-3443,4912,-7,-2,-7,81,130,-294,0x18
241857282,-932.568,-210.023,299.632,-490.000,-140.000,-490.000,117.000,196.500,-436.500,,-15288,-3443,4912,-7,-2,-7,78,131,-291,0x20
241867247,-932.568,-210.023,299.632,-490.000,-140.000,-490.000,118.500,198.000,-441.000,,-15288,-3443,4912,-7,-2,-7,79,132,-294,0x20
241871788,-932.507,-211.548,299.205,-420.000,-140.000,-420.000,118.500,198.000,-441.000,,-15287,-3468,4905,-6,-2,-6,79,132,-294,0x18
241877157,-932.507,-211.548,299.205,-420.000,-140.000,-420.000,126.000,202.500,-436.500,,-15287,-3468,4905,-6,-2,-6,84,135,-291,0x20
241887112,-932.507,-211.548,299.205,-420.000,-140.000,-420.000,124.500,192.000,-439.500,,-15287,-3468,4905,-6,-2,-6,83,128,-293,0x20
241888549,-930.921,-207.095,294.813,-420.000,70.000,-350.000,124.500,192.000,-439.500,,-15261,-3395,4833,-6,1,-5,83,128,-293,0x18
241897004,-930.921,-207.095,294.813,-420.000,70.000,-350.000,121.500,189.000,-435.000,,-15261,-3395,4833,-6,1,-5,81,126,-290,0x20
241905339,-930.921,-207.095,294.813,-420.000,280.000,-280.000,121.500,189.000,-435.000,,-15261,-3395,4833,-6,4,-4,81,126,-290,0x10
241905522,-930.921,-207.095,294.325,-420.000,280.000,-280.000,121.500,189.000,-435.000,,-15261,-3395,4825,-6,4,-4,81,126,-290,0x08
241906938,-930.921,-207.095,294.325,-420.000,280.000,-280.000,124.500,195.000,-438.000,,-15261,-3395,4825,-6,4,-4,83,130,-292,0x20
241916753,-930.921,-207.095,294.325,-420.000,280.000,-280.000,127.500,190.500,-439.500,,-15261,-3395,4825,-6,4,-4,85,127,-293,0x20
241922255,-931.775,-209.596,292.800,-630.000,210.000,-490.000,127.500,190.500,-439.500,,-15275,-3436,4800,-9,3,-7,85,127,-293,0x18
241926670,-931.775,-209.596,292.800,-630.000,210.000,-490.000,118.500,192.000,-444.000,,-15275,-3436,4800,-9,3,-7,79,128,-296,0x20
241936620,-931.775,-209.596,292.800,-630.000,210.000,-490.000,123.000,189.000,-433.500,,-15275,-3436,4800,-9,3,-7,82,126,-289,0x20
241939018,-932.080,-208.620,292.068,-770.000,-210.000,-420.000,123.000,189.000,-433.500,,-15280,-3420,4788,-11,-3,-6,82,126,-289,0x18
241946544,-932.080,-208.620,292.068,-770.000,-210.000,-420.000,124.500,195.000,-453.000,,-15280,-3420,4788,-11,-3,-6,83,130,-302,0x20
241955952,-931.836,-208.559,291.763,-700.000,-420.000,-560.000,124.500,195.000,-453.000,,-15276,-3419,4783,-10,-6,-8,83,130,-302,0x18
241956438,-931.836,-208.559,291.763,-700.000,-420.000,-560.000,127.500,196.500,-430.500,,-15276,-3419,4783,-10,-6,-8,85,131,-287,0x20
241966384,-931.836,-208.559,291.763,-700.000,-420.000,-560.000,129.000,195.000,-436.500,,-15276,-3419,4783,-10,-6,-8,86,130,-291,0x20
241972694,-932.873,-208.437,290.604,-630.000,-490.000,-560.000,129.000,195.000,-436.500,,-15293,-3417,4764,-9,-7,-8,86,130,-291,0x18
241976302,-932.873,-208.437,290.604,-630.000,-490.000,-560.000,130.500,198.000,-433.500,,-15293,-3417,4764,-9,-7,-8,87,132,-289,0x20
241986242,-932.873,-208.437,290.604,-630.000,-490.000,-560.000,123.000,195.000,-439.500,,-15293,-3417,4764,-9,-7,-8,82,130,-293,0x20
241989589,-929.884,-209.352,290.299,-560.000,-210.000,-770.000,123.000,195.000,-439.500,,-15244,-3432,4759,-8,-3,-11,82,130,-293,0x18
241996159,-929.884,-209.352,290.299,-560.000,-210.000,-770.000,118.500,195.000,-436.500,,-15244,-3432,4759,-8,-3,-11,79,130,-291,0x20
242005973,-929.884,-209.352,290.299,-560.000,-210.000,-770.000,123.000,202.500,-438.000,,-15244,-3432,4759,-8,-3,-11,82,135,-292,0x20
242006329,-929.091,-208.437,289.811,-560.000,-210.000,-560.000,123.000,202.500,-438.000,,-15231,-3417,4751,-8,-3,-8,82,135,-292,0x18
242015988,-929.091,-208.437,289.811,-560.000,-210.000,-560.000,124.500,199.500,-435.000,,-15231,-3417,4751,-8,-3,-8,83,133,-290,0x20
242023238,-930.372,-207.583,290.848,-420.000,-210.000,-560.000,124.500,199.500,-435.000,,-15252,-3403,4768,-6,-3,-8,83,133,-290,0x18
242025892,-930.372,-207.583,290.848,-420.000,-210.000,-560.000,120.000,198.000,-439.500,,-15252,-3403,4768,-6,-3,-8,80,132,-293,0x20
242035701,-930.372,-207.583,290.848,-420.000,-210.000,-560.000,115.500,199.500,-438.000,,-15252,-3403,4768,-6,-3,-8,77,133,-292,0x20
242039995,-930.616,-207.339,289.628,-350.000,-280.000,-630.000,115.500,199.500,-438.000,,-15256,-3399,4748,-5,-4,-9,77,133,-292,0x18
242045620,-930.616,-207.339,289.628,-350.000,-280.000,-630.000,121.500,198.000,-432.000,,-15256,-3399,4748,-5,-4,-9,81,132,-288,0x20
242055564,-930.616,-207.339,289.628,-350.000,-280.000,-630.000,115.500,187.500,-436.500,,-15256,-3399,4748,-5,-4,-9,77,125,-291,0x20
242056866,-931.348,-207.888,290.848,-210.000,-700.000,-630.000,115.500,187.500,-436.500,,-15268,-3408,4768,-3,-10,-9,77,125,-291,0x18
242065450,-931.348,-207.888,290.848,-210.000,-700.000,-630.000,127.500,196.500,-435.000,,-15268,-3408,4768,-3,-10,-9,85,131,-290,0x20
242073644,-930.067,-210.572,292.068,-210.000,-980.000,-420.000,127.500,196.500,-435.000,,-15247,-3452,4788,-3,-14,-6,85,131,-290,0x18
242075343,-930.067,-210.572,292.068,-210.000,-980.000,-420.000,117.000,198.000,-447.000,,-15247,-3452,4788,-3,-14,-6,78,132,-298,0x20
242085301,-930.067,-210.572,292.068,-210.000,-980.000,-420.000,124.500,195.000,-444.000,,-15247,-3452,4788,-3,-14,-6,83,130,-296,0x20
242090519,-929.823,-210.816,294.508,-280.000,-1050.000,-420.000,124.500,195.000,-444.000,,-15243,-3456,4828,-4,-15,-6,83,130,-296,0x18
242095190,-929.823,-210.816,294.508,-280.000,-1050.000,-420.000,120.000,202.500,-439.500,,-15243,-3456,4828,-4,-15,-6,80,135,-293,0x20
242105155,-929.823,-210.816,294.508,-280.000,-1050.000,-420.000,117.000,199.500,-448.500,,-15243,-3456,4828,-4,-15,-6,78,133,-299,0x20
242107281,-929.823,-210.816,294.508,-210.000,-910.000,-700.000,117.000,199.500,-448.500,,-15243,-3456,4828,-3,-13,-10,78,133,-299,0x10
242107464,-931.897,-211.121,297.192,-210.000,-910.000,-700.000,117.000,199.500,-448.500,,-15277,-3461,4872,-3,-13,-10,78,133,-299,0x08
242115087,-931.897,-211.121,297.192,-210.000,-910.000,-700.000,123.000,198.000,-442.500,,-15277,-3461,4872,-3,-13,-10,82,132,-295,0x20
242124108,-931.897,-211.121,297.192,-280.000,-980.000,-630.000,123.000,198.000,-442.500,,-15277,-3461,4872,-4,-14,-9,82,132,-295,0x10
242124291,-931.653,-210.389,296.521,-280.000,-980.000,-630.000,123.000,198.000,-442.500,,-15273,-3449,4861,-4,-14,-9,82,132,-295,0x08
242125015,-931.653,-210.389,296.521,-280.000,-980.000,-630.000,123.000,195.000,-442.500,,-15273,-3449,4861,-4,-14,-9,82,130,-295,0x20
242134823,-931.653,-210.389,296.521,-280.000,-980.000,-630.000,112.500,201.000,-438.000,,-15273,-3449,4861,-4,-14,-9,75,134,-292,0x20
242141004,-929.640,-207.827,294.569,-280.000,-840.000,-490.000,112.500,201.000,-438.000,,-15240,-3407,4829,-4,-12,-7,75,134,-292,0x18
242145007,-929.640,-207.827,294.569,-280.000,-840.000,-490.000,121.500,199.500,-444.000,,-15240,-3407,4829,-4,-12,-7,81,133,-296,0x20
242154820,-929.640,-207.827,294.569,-280.000,-840.000,-490.000,118.500,196.500,-444.000,,-15240,-3407,4829,-4,-12,-7,79,131,-296,0x20
242157764,-929.640,-207.827,294.569,0.000,-910.000,-420.000,118.500,196.500,-444.000,,-15240,-3407,4829,0,-13,-6,79,131,-296,0x10
242157947,-931.592,-207.827,290.055,0.000,-910.000,-420.000,118.500,196.500,-444.000,,-15272,-3407,4755,0,-13,-6,79,131,-296,0x08
242164757,-931.592,-207.827,290.055,0.000,-910.000,-420.000,123.000,193.500,-442.500,,-15272,-3407,4755,0,-13,-6,82,129,-295,0x20
242174703,-929.152,-208.864,294.081,140.000,-560.000,-490.000,121.500,201.000,-447.000,,-15232,-3424,4821,2,-8,-7,81,134,-298,0x38
242184575,-929.152,-208.864,294.081,140.000,-560.000,-490.000,118.500,201.000,-439.500,,-15232,-3424,4821,2,-8,-7,79,134,-293,0x20
242191419,-929.152,-208.864,294.081,210.000,-700.000,-490.000,118.500,201.000,-439.500,,-15232,-3424,4821,3,-10,-7,79,134,-293,0x10
242191603,-928.908,-210.328,296.643,210.000,-700.000,-490.000,118.500,201.000,-439.500,,-15228,-3448,4863,3,-10,-7,79,134,-293,0x08
242194492,-928.908,-210.328,296.643,210.000,-700.000,-490.000,120.000,201.000,-438.000,,-15228,-3448,4863,3,-10,-7,80,134,-292,0x20
242204433,-928.908,-210.328,296.643,210.000,-700.000,-490.000,112.500,195.000,-442.500,,-15228,-3448,4863,3,-10,-7,75,130,-295,0x20
242208309,-929.701,-209.840,298.107,280.000,-770.000,-420.000,112.500,195.000,-442.500,,-15241,-3440,4887,4,-11,-6,75,130,-295,0x18
242214353,-929.701,-209.840,298.107,280.000,-770.000,-420.000,117.000,198.000,-448.500,,-15241,-3440,4887,4,-11,-6,78,132,-299,0x20
242224299,-929.701,-209.840,298.107,280.000,-770.000,-420.000,117.000,195.000,-435.000,,-15241,-3440,4887,4,-11,-6,78,130,-290,0x20
242225196,-929.213,-207.949,300.120,140.000,-420.000,-420.000,117.000,195.000,-435.000,,-15233,-3409,4920,2,-6,-6,78,130,-290,0x18
242234200,-929.213,-207.949,300.120,140.000,-420.000,-420.000,118.500,199.500,-439.500,,-15233,-3409,4920,2,-6,-6,79,133,-293,0x20
242241985,-932.629,-212.341,290.055,0.000,-70.000,-700.000,118.500,199.500,-439.500,,-15289,-3481,4755,0,-1,-10,79,133,-293,0x18
242244114,-932.629,-212.341,290.055,0.000,-70.000,-700.000,117.000,199.500,-436.500,,-15289,-3481,4755,0,-1,-10,78,133,-291,0x20
242254079,-932.629,-212.341,290.055,0.000,-70.000,-700.000,126.000,190.500,-438.000,,-15289,-3481,4755,0,-1,-10,84,127,-292,0x20
242258768,-926.651,-206.180,294.447,490.000,-70.000,-630.000,126.000,190.500,-438.000,,-15191,-3380,4827,7,-1,-9,84,127,-292,0x18
242263986,-926.651,-206.180,294.447,490.000,-70.000,-630.000,121.500,199.500,-438.000,,-15191,-3380,4827,7,-1,-9,81,133,-292,0x20
242273945,-926.651,-206.180,294.447,490.000,-70.000,-630.000,126.000,196.500,-438.000,,-15191,-3380,4827,7,-1,-9,84,131,-292,0x20
242275652,-927.261,-204.777,293.776,210.000,-280.000,-420.000,126.000,196.500,-438.000,,-15201,-3357,4816,3,-4,-6,84,131,-292,0x18
242283752,-927.261,-204.777,293.776,210.000,-280.000,-420.000,121.500,195.000,-436.500,,-15201,-3357,4816,3,-4,-6,81,130,-291,0x20
242292488,-932.324,-207.339,306.769,630.000,-840.000,-350.000,121.500,195.000,-436.500,,-15284,-3399,5029,9,-12,-5,81,130,-291,0x18
242293657,-932.324,-207.339,306.769,630.000,-840.000,-350.000,118.500,208.500,-441.000,,-15284,-3399,5029,9,-12,-5,79,139,-294,0x20
242303604,-932.324,-207.339,306.769,630.000,-840.000,-350.000,121.500,196.500,-441.000,,-15284,-3399,5029,9,-12,-5,81,131,-294,0x20
242309251,-931.836,-214.903,305.427,280.000,-1190.000,-70.000,121.500,196.500,-441.000,,-15276,-3523,5007,4,-17,-1,81,131,-294,0x18
242313531,-931.836,-214.903,305.427,280.000,-1190.000,-70.000,117.000,196.500,-441.000,,-15276,-3523,5007,4,-17,-1,78,131,-294,0x20
242323471,-931.836,-214.903,305.427,280.000,-1190.000,-70.000,123.000,202.500,-445.500,,-15276,-3523,5007,4,-17,-1,82,135,-297,0x20
242326144,-925.492,-209.657,301.523,0.000,-350.000,-210.000,123.000,202.500,-445.500,,-15172,-3437,4943,0,-5,-3,82,135,-297,0x18
242333388,-925.492,-209.657,301.523,0.000,-350.000,-210.000,124.500,198.000,-441.000,,-15172,-3437,4943,0,-5,-3,83,132,-294,0x20
242342929,-922.320,-203.923,292.739,0.000,-70.000,-140.000,124.500,198.000,-441.000,,-15120,-3343,4799,0,-1,-2,83,132,-294,0x18
242343307,-922.320,-203.923,292.739,0.000,-70.000,-140.000,123.000,199.500,-442.500,,-15120,-3343,4799,0,-1,-2,82,133,-295,0x20
242353139,-922.320,-203.923,292.739,0.000,-70.000,-140.000,129.000,195.000,-442.500,,-15120,-3343,4799,0,-1,-2,86,130,-295,0x20
242359716,-925.187,-199.531,291.031,560.000,-70.000,-280.000,129.000,195.000,-442.500,,-15167,-3271,4771,8,-1,-4,86,130,-295,0x18
242363182,-925.187,-199.531,291.031,560.000,-70.000,-280.000,115.500,195.000,-445.500,,-15167,-3271,4771,8,-1,-4,77,130,-297,0x20
242373008,-925.187,-199.531,291.031,560.000,-70.000,-280.000,118.500,195.000,-435.000,,-15167,-3271,4771,8,-1,-4,79,130,-290,0x20
242376614,-934.337,-203.679,293.776,840.000,140.000,-210.000,118.500,195.000,-435.000,,-15317,-3339,4816,12,2,-3,79,130,-290,0x18
242382921,-934.337,-203.679,293.776,840.000,140.000,-210.000,126.000,192.000,-439.500,,-15317,-3339,4816,12,2,-3,84,128,-293,0x20
242392884,-934.337,-203.679,293.776,840.000,140.000,-210.000,120.000,195.000,-438.000,,-15317,-3339,4816,12,2,-3,80,130,-292,0x20
242393376,-937.997,-214.720,302.560,840.000,770.000,-420.000,120.000,195.000,-438.000,,-15377,-3520,4960,12,11,-6,80,130,-292,0x18
242402780,-937.997,-214.720,302.560,840.000,770.000,-420.000,124.500,195.000,-444.000,,-15377,-3520,4960,12,11,-6,83,130,-296,0x20
242410295,-935.740,-217.831,308.599,630.000,840.000,-560.000,124.500,195.000,-444.000,,-15340,-3571,5059,9,12,-8,83,130,-296,0x18
242412697,-935.740,-217.831,308.599,630.000,840.000,-560.000,123.000,201.000,-439.500,,-15340,-3571,5059,9,12,-8,82,134,-293,0x20
242422529,-935.740,-217.831,308.599,630.000,840.000,-560.000,124.500,193.500,-445.500,,-15340,-3571,5059,9,12,-8,83,129,-297,0x20
242427083,-927.017,-210.816,307.135,140.000,1120.000,-630.000,124.500,193.500,-445.500,,-15197,-3456,5035,2,16,-9,83,129,-297,0x18
242432437,-927.017,-210.816,307.135,140.000,1120.000,-630.000,115.500,199.500,-435.000,,-15197,-3456,5035,2,16,-9,77,133,-290,0x20
242442401,-927.017,-210.816,307.135,140.000,1120.000,-630.000,124.500,202.500,-433.500,,-15197,-3456,5035,2,16,-9,83,135,-289,0x20
242443845,-927.017,-210.816,307.135,-70.000,1260.000,-630.000,124.500,202.500,-433.500,,-15197,-3456,5035,-1,18,-9,83,135,-289,0x10
242444028,-923.296,-205.143,303.719,-70.000,1260.000,-630.000,124.500,202.500,-433.500,,-15136,-3363,4979,-1,18,-9,83,135,-289,0x08
242452327,-923.296,-205.143,303.719,-70.000,1260.000,-630.000,123.000,187.500,-445.500,,-15136,-3363,4979,-1,18,-9,82,125,-297,0x20
242460664,-923.296,-205.143,303.719,0.000,840.000,-350.000,123.000,187.500,-445.500,,-15136,-3363,4979,0,12,-5,82,125,-297,0x10
242460850,-928.664,-202.520,299.144,0.000,840.000,-350.000,123.000,187.500,-445.500,,-15224,-3320,4904,0,12,-5,82,125,-297,0x08
242462248,-928.664,-202.520,299.144,0.000,840.000,-350.000,126.000,198.000,-444.000,,-15224,-3320,4904,0,12,-5,84,132,-296,0x20
242472191,-928.664,-202.520,299.144,0.000,840.000,-350.000,121.500,207.000,-441.000,,-15224,-3320,4904,0,12,-5,81,138,-294,0x20
242477562,-936.716,-204.533,301.035,280.000,-70.000,-210.000,121.500,207.000,-441.000,,-15356,-3353,4935,4,-1,-3,81,138,-294,0x18
242482113,-936.716,-204.533,301.035,280.000,-70.000,-210.000,120.000,196.500,-441.000,,-15356,-3353,4935,4,-1,-3,80,131,-294,0x20
242491920,-936.716,-204.533,301.035,280.000,-70.000,-210.000,123.000,198.000,-435.000,,-15356,-3353,4935,4,-1,-3,82,132,-290,0x20
242494320,-936.716,-204.533,301.035,350.000,-630.000,-350.000,123.000,198.000,-435.000,,-15356,-3353,4935,5,-9,-5,82,132,-290,0x10
242494504,-937.997,-206.973,305.549,350.000,-630.000,-350.000,123.000,198.000,-435.000,,-15377,-3393,5009,5,-9,-5,82,132,-290,0x08
242501852,-937.997,-206.973,305.549,350.000,-630.000,-350.000,120.000,193.500,-445.500,,-15377,-3393,5009,5,-9,-5,80,129,-297,0x20
242511266,-931.531,-204.777,305.549,420.000,-420.000,-490.000,120.000,193.500,-445.500,,-15271,-3357,5009,6,-6,-7,80,129,-297,0x18
242511752,-931.531,-204.777,305.549,420.000,-420.000,-490.000,121.500,201.000,-447.000,,-15271,-3357,5009,6,-6,-7,81,134,-298,0x20
242521711,-931.531,-204.777,305.549,420.000,-420.000,-490.000,115.500,199.500,-442.500,,-15271,-3357,5009,6,-6,-7,77,133,-295,0x20
242528028,-924.028,-200.507,309.209,280.000,700.000,-490.000,115.500,199.500,-442.500,,-15148,-3287,5069,4,10,-7,77,133,-295,0x18
242531641,-924.028,-200.507,309.209,280.000,700.000,-490.000,123.000,198.000,-436.500,,-15148,-3287,5069,4,10,-7,82,132,-291,0x20
242541601,-924.028,-200.507,309.209,280.000,700.000,-490.000,121.500,199.500,-439.500,,-15148,-3287,5069,4,10,-7,81,133,-293,0x20
242544810,-924.028,-200.507,309.209,70.000,980.000,-210.000,121.500,199.500,-439.500,,-15148,-3287,5069,1,14,-3,81,133,-293,0x10
242544994,-927.871,-203.252,302.316,70.000,980.000,-210.000,121.500,199.500,-439.500,,-15211,-3332,4956,1,14,-3,81,133,-293,0x08
242551411,-927.871,-203.252,302.316,70.000,980.000,-210.000,126.000,196.500,-438.000,,-15211,-3332,4956,1,14,-3,84,131,-292,0x20
242561357,-927.871,-203.252,302.316,70.000,980.000,-210.000,117.000,195.000,-438.000,,-15211,-3332,4956,1,14,-3,78,130,-292,0x20
242561714,-932.812,-202.825,301.828,350.000,350.000,-280.000,117.000,195.000,-438.000,,-15292,-3325,4948,5,5,-4,78,130,-292,0x18
242571245,-932.812,-202.825,301.828,350.000,350.000,-280.000,126.000,198.000,-432.000,,-15292,-3325,4948,5,5,-4,84,132,-288,0x20
242578502,-937.021,-203.557,299.449,70.000,140.000,-350.000,126.000,198.000,-432.000,,-15361,-3337,4909,1,2,-5,84,132,-288,0x18
242581154,-937.021,-203.557,299.449,70.000,140.000,-350.000,127.500,198.000,-439.500,,-15361,-3337,4909,1,2,-5,85,132,-293,0x20
242591107,-937.021,-203.557,299.449,70.000,140.000,-350.000,118.500,199.500,-442.500,,-15361,-3337,4909,1,2,-5,79,133,-295,0x20
242595398,-937.387,-206.180,297.680,-70.000,140.000,-210.000,118.500,199.500,-442.500,,-15367,-3380,4880,-1,2,-3,79,133,-295,0x18
