0.0,1.14025
0.039,1.1675
0.075,1.15625
0.119,1.16125
0.181,1.114
0.193,1.10175
0.242,1.1135000000000002
0.271,1.07675
0.322,1.0855
0.368,1.05275
0.399,1.0565
0.436,1.07875
0.474,1.02975
0.526,1.02275
0.56,0.991
0.598,1.01
0.636,1.03975
0.673,1.0125000000000002
0.722,0.99625
0.775,0.99925
0.799,1.046
0.848,0.95425
0.899,1.00375
0.914,0.979
0.963,0.957
1.009,0.961
1.035,0.985
1.083,0.94175
1.112,0.97725
1.155,0.9735
1.194,0.96
1.244,0.94225
1.274,0.92175
1.321,0.935
1.368,0.91925
1.397,0.93225
1.436,0.9245
1.498,0.8987500000000002
1.512,0.95725
1.566,0.919
1.607,0.89875
1.638,0.909
1.685,0.9325
1.712,0.94975
1.771,0.929
1.797,0.89225
1.848,0.93775
1.881,0.9275
1.913,0.94975
1.965,0.95
1.996,0.92325
2.042,0.90775
2.088,0.92775
2.12,0.93
2.164,0.9375
2.216,0.91325
2.239,0.95175
2.289,0.96625
2.313,0.95425
2.361,0.96175
2.409,0.97025
2.437,0.96775
2.49,1.01025
2.516,1.01125
2.557,1.032
2.567,1.03825
2.604,1.0470000000000002
2.631,1.03525
2.689,1.029
2.716,1.07275
2.76,1.0775
2.818,1.07175
2.832,1.0782500000000002
2.887,1.066
2.926,1.08375
2.968,1.09575
2.993,1.086
3.037,1.08025
3.084,1.06375
3.129,1.085
3.159,1.058
3.197,1.0695
3.246,1.0585
3.28,1.0905
3.329,1.09575
3.362,1.0762500000000002
3.406,1.0590000000000002
3.437,1.05675
3.482,1.0425
3.54,1.065
3.557,1.044
3.605,1.011
3.652,1.052
3.685,1.02875
3.727,1.01425
3.752,1.01425
3.804,0.98525
3.84,0.98775
3.889,0.985
3.927,1.00875
3.957,0.96875
3.991,0.96775
4.045,0.94575
4.079,0.984
4.12,0.97725
4.159,0.9895
4.202,0.9515
4.255,0.9812500000000002
4.272,0.9505
4.323,0.956
4.361,0.94825
4.404,0.9495
4.445,0.94775
4.473,0.92525
4.523,0.92475
4.564,0.9055
4.603,0.8875
4.646,0.9285
4.671,0.92575
4.719,0.92
4.755,0.91325
4.803,0.8827499999999999
4.856,0.90275
4.872,0.8932500000000001
4.922,0.87975
4.976,0.88625
4.998,0.8705
5.035,0.88225
5.079,0.871
5.123,0.87225
5.169,0.88575
5.197,0.868
5.25,0.8775
5.275,0.87575
5.322,0.87625
5.354,0.87
5.406,0.8925
5.439,0.8845000000000001
5.479,0.8572500000000001
5.527,0.8785000000000001
5.57,0.88825
5.597,0.8687499999999999
5.647,0.8752500000000001
5.698,0.91025
5.714,0.908
5.763,0.8875
5.792,0.8725
5.839,0.87575
5.874,0.8855
5.925,0.8895
5.959,0.8915
5.992,0.914
6.047,0.925
6.076,0.93025
6.119,0.929
6.166,0.90675
6.192,0.99275
6.244,0.931
6.295,0.9835
6.311,0.9715
6.369,0.9725
6.395,0.97225
6.451,1.01525
6.482,1.0535
6.514,1.0265
6.566,1.0205
6.593,1.02
6.645,1.0455
6.681,1.0165
6.715,1.05
6.764,1.0565
6.797,1.05375
6.851,1.061
6.888,1.028
6.922,1.03525
6.965,1.087
7.005,1.0595
7.037,1.03225
7.088,1.0595
7.115,1.0665
7.17,1.0635
7.201,1.03525
7.239,1.01025
7.288,1.02325
7.314,1.03675
7.363,1.0495
7.395,1.05925
7.443,1.038
7.486,1.04575
7.517,1.03925
7.564,1.038
7.604,1.01275
7.641,1.01525
7.687,1.02025
7.735,1.024
7.764,1.02875
